Unique Class Identifier,Subject,Catalog,Descr,Section,Cap Enrl,Pat,Mtg Start,Mtg End,Mode,Descr 1,Career,Term Descr
179010021188409,CEE,422L,CONCRETE AND COMP STRUCT,02L,6,W,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 037,UGRD,2022 Spring Term
179010021188410,CEE,422L,CONCRETE AND COMP STRUCT,03L,6,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 037,UGRD,2022 Spring Term
179010021228411,CEE,302L,INTRO SOIL MECHANICS,1,24,TTH,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 207,UGRD,2022 Spring Term
179010021228412,CEE,302L,INTRO SOIL MECHANICS,01L,8,T,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 010,UGRD,2022 Spring Term
179010021228413,CEE,302L,INTRO SOIL MECHANICS,02L,8,W,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 010,UGRD,2022 Spring Term
179010021228414,CEE,302L,INTRO SOIL MECHANICS,03L,8,TH,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 010,UGRD,2022 Spring Term
179010021248415,CEE,490,SPECIAL TOPICS IN CEE,1,15,TTH,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 224,UGRD,2022 Spring Term
179010021288416,CEE,411,ARCH ENGINEERING II,1,10,TTH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 212,UGRD,2022 Spring Term
179010021298417,CEE,429,INTEGRATED STRUC DESIGN,1,12,MW,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 216,UGRD,2022 Spring Term
179010023044649,CHEM,81S,INTRO RESEARCH IN CHM,1,18,T,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010023134650,CHEM,89S,FIRST-YEAR SEMINAR (TOP),1,18,TTH,10:15:00 AM,11:30:00 AM,In Person,French Science 2237,UGRD,2022 Spring Term
179010023139404,CHEM,89S,FIRST-YEAR SEMINAR (TOP),3,18,W,3:30:00 PM,6:00:00 PM,In Person,West Duke 08A,UGRD,2022 Spring Term
179010023234651,CHEM,410,INORGANIC CHEMISTRY,1,30,WF,12:00:00 PM,1:15:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010023314652,CHEM,401L,ANALYTICAL CHEMISTRY LAB,01L,10,M,1:45:00 PM,6:15:00 PM,In Person,French Science 1112,UGRD,2022 Spring Term
179010023314653,CHEM,401L,ANALYTICAL CHEMISTRY LAB,02L,10,T,1:45:00 PM,6:15:00 PM,In Person,French Science 1112,UGRD,2022 Spring Term
179010023334654,CHEM,201DL,ORGANIC CHEMISTRY I,1,125,TTH,8:30:00 AM,9:45:00 AM,In Person,Physics 128,UGRD,2022 Spring Term
179010023334655,CHEM,201DL,ORGANIC CHEMISTRY I,2,125,TTH,1:45:00 PM,3:00:00 PM,In Person,Gross Hall 107,UGRD,2022 Spring Term
179010023334656,CHEM,201DL,ORGANIC CHEMISTRY I,10D,27,W,8:30:00 AM,9:20:00 AM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010023334657,CHEM,201DL,ORGANIC CHEMISTRY I,11D,27,W,10:15:00 AM,11:05:00 AM,In Person,French Science 2237,UGRD,2022 Spring Term
179010023334658,CHEM,201DL,ORGANIC CHEMISTRY I,12D,27,W,12:00:00 PM,12:50:00 PM,In Person,Biological Sciences 154,UGRD,2022 Spring Term
179010023334659,CHEM,201DL,ORGANIC CHEMISTRY I,13D,27,W,1:45:00 PM,2:35:00 PM,In Person,,UGRD,2022 Spring Term
179010023334660,CHEM,201DL,ORGANIC CHEMISTRY I,14D,27,W,3:30:00 PM,4:20:00 PM,In Person,Biological Sciences 113,UGRD,2022 Spring Term
179010023334661,CHEM,201DL,ORGANIC CHEMISTRY I,20D,27,W,8:30:00 AM,9:20:00 AM,In Person,Social Sciences 124,UGRD,2022 Spring Term
179010023334662,CHEM,201DL,ORGANIC CHEMISTRY I,21D,27,W,10:15:00 AM,11:05:00 AM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010023334663,CHEM,201DL,ORGANIC CHEMISTRY I,22D,27,W,12:00:00 PM,12:50:00 PM,In Person,Old Chemistry 003,UGRD,2022 Spring Term
179010023334664,CHEM,201DL,ORGANIC CHEMISTRY I,23D,27,W,1:45:00 PM,2:35:00 PM,In Person,Biological Sciences 154,UGRD,2022 Spring Term
179010023334665,CHEM,201DL,ORGANIC CHEMISTRY I,24D,27,W,3:30:00 PM,4:20:00 PM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010023384666,CHEM,202D,ORGANIC CHEMISTRY II,1,100,TTH,8:30:00 AM,9:45:00 AM,In Person,Gross Hall 107,UGRD,2022 Spring Term
179010023384667,CHEM,202D,ORGANIC CHEMISTRY II,2,100,TTH,1:45:00 PM,3:00:00 PM,In Person,Physics 128,UGRD,2022 Spring Term
179010023384668,CHEM,202D,ORGANIC CHEMISTRY II,10D,25,T,12:00:00 PM,12:50:00 PM,In Person,Gross Hall 104,UGRD,2022 Spring Term
179010023384669,CHEM,202D,ORGANIC CHEMISTRY II,11D,25,T,1:45:00 PM,2:35:00 PM,In Person,Gross Hall 105,UGRD,2022 Spring Term
179010023384670,CHEM,202D,ORGANIC CHEMISTRY II,12D,25,T,3:30:00 PM,4:20:00 PM,In Person,Gross Hall 104,UGRD,2022 Spring Term
179010023384671,CHEM,202D,ORGANIC CHEMISTRY II,13D,25,T,5:15:00 PM,6:05:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010023384672,CHEM,202D,ORGANIC CHEMISTRY II,20D,30,W,8:30:00 AM,9:20:00 AM,In Person,LSRC A155,UGRD,2022 Spring Term
179010023384673,CHEM,202D,ORGANIC CHEMISTRY II,21D,25,W,12:00:00 PM,12:50:00 PM,In Person,Gross Hall 104,UGRD,2022 Spring Term
179010023384674,CHEM,202D,ORGANIC CHEMISTRY II,22D,25,W,3:30:00 PM,4:20:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010023384675,CHEM,202D,ORGANIC CHEMISTRY II,23D,25,W,5:15:00 PM,6:05:00 PM,In Person,Biological Sciences 113,UGRD,2022 Spring Term
179010023574676,CHEM,301L,PHYSICAL CHEMISTRY LAB,01L,12,T,1:45:00 PM,6:15:00 PM,In Person,French Science 1109,UGRD,2022 Spring Term
179010023574677,CHEM,301L,PHYSICAL CHEMISTRY LAB,02L,12,W,1:45:00 PM,6:15:00 PM,In Person,French Science 1109,UGRD,2022 Spring Term
179010023574678,CHEM,301L,PHYSICAL CHEMISTRY LAB,03L,12,TH,1:45:00 PM,6:15:00 PM,In Person,French Science 1109,UGRD,2022 Spring Term
179010023594679,CHEM,311,PHYSICAL CHEMISTRY II,1,20,MWF,12:00:00 PM,12:50:00 PM,In Person,LSRC D243,UGRD,2022 Spring Term
179010023614680,CHEM,311L,PHYSICAL CHEMISTRY II LAB,1,8,M,1:45:00 PM,6:15:00 PM,In Person,French Science 1109,UGRD,2022 Spring Term
179010023634681,CHEM,302,BIOPHYSICAL CHEMISTRY,1,25,TTH,12:00:00 PM,1:15:00 PM,In Person,French Science 4233,UGRD,2022 Spring Term
179010023644682,CHEM,420L,ADV LAB TECHNIQUES,01L,6,TTH,1:45:00 PM,6:15:00 PM,In Person,French Science 1239,UGRD,2022 Spring Term
179010024042732,CHINESE,101,FIRST-YEAR CHINESE I,1,14,WF,12:00:00 PM,1:15:00 PM,In Person,Crowell Building 108,UGRD,2022 Spring Term
179010024042733,CHINESE,101,FIRST-YEAR CHINESE I,01D,14,TTH,12:00:00 PM,12:50:00 PM,In Person,Languages 114B,UGRD,2022 Spring Term
179010024062734,CHINESE,102,FIRST-YEAR CHINESE II,1,14,WF,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 109,UGRD,2022 Spring Term
179010024062735,CHINESE,102,FIRST-YEAR CHINESE II,2,17,WF,12:00:00 PM,1:15:00 PM,In Person,Languages 207,UGRD,2022 Spring Term
179010024062736,CHINESE,102,FIRST-YEAR CHINESE II,01D,9,TTH,8:30:00 AM,9:20:00 AM,In Person,Classroom Building 241,UGRD,2022 Spring Term
179010024068939,CHINESE,102,FIRST-YEAR CHINESE II,02D,9,TTH,10:15:00 AM,11:05:00 AM,In Person,Friedl Bldg 118,UGRD,2022 Spring Term
179010024069099,CHINESE,102,FIRST-YEAR CHINESE II,03D,17,TTH,1:45:00 PM,2:35:00 PM,In Person,Allen 103,UGRD,2022 Spring Term
179010024069102,CHINESE,102,FIRST-YEAR CHINESE II,3,17,WF,3:30:00 PM,4:45:00 PM,In Person,,UGRD,2022 Spring Term
179010024069103,CHINESE,102,FIRST-YEAR CHINESE II,04D,17,TTH,3:30:00 PM,4:20:00 PM,In Person,,UGRD,2022 Spring Term
179010024069105,CHINESE,102,FIRST-YEAR CHINESE II,4,17,WF,8:30:00 AM,9:45:00 AM,In Person,Perkins LINK 088 (Classroom 4),UGRD,2022 Spring Term
179010024069106,CHINESE,102,FIRST-YEAR CHINESE II,06D,17,TTH,12:00:00 PM,12:50:00 PM,In Person,Trent Hall 039,UGRD,2022 Spring Term
179010024132738,CHINESE,131,FRST YR CHN: BIL LEARNERS,1,16,TTH,12:00:00 PM,1:15:00 PM,In Person,Perkins LINK 085 (Seminar 2),UGRD,2022 Spring Term
179010024132739,CHINESE,131,FRST YR CHN: BIL LEARNERS,01D,18,MW,12:00:00 PM,12:50:00 PM,In Person,Allen 226,UGRD,2022 Spring Term
179010024142740,CHINESE,232,INTERM CHN: BIL LEARNERS,1,18,TTH,10:15:00 AM,11:30:00 AM,In Person,Perkins LINK 060 (Classroom 1),UGRD,2022 Spring Term
179010024142741,CHINESE,232,INTERM CHN: BIL LEARNERS,2,18,TTH,3:30:00 PM,4:45:00 PM,In Person,Perkins LINK 088 (Classroom 4),UGRD,2022 Spring Term
179010024142742,CHINESE,232,INTERM CHN: BIL LEARNERS,01D,18,MW,10:15:00 AM,11:05:00 AM,In Person,Crowell Building 108,UGRD,2022 Spring Term
179010024142743,CHINESE,232,INTERM CHN: BIL LEARNERS,02D,16,MW,3:30:00 PM,4:20:00 PM,In Person,West Duke 108A,UGRD,2022 Spring Term
179010024152744,CHINESE,203,INTERMEDIATE CHINESE,1,20,WF,3:30:00 PM,4:45:00 PM,In Person,Classroom Building 135,UGRD,2022 Spring Term
179010024152745,CHINESE,203,INTERMEDIATE CHINESE,01D,16,TTH,10:15:00 AM,11:05:00 AM,In Person,Old Chemistry 003,UGRD,2022 Spring Term
179010024162746,CHINESE,204,INTERMEDIATE CHINESE,1,16,TTH,1:45:00 PM,3:00:00 PM,In Person,Crowell Building 108,UGRD,2022 Spring Term
179010024162747,CHINESE,204,INTERMEDIATE CHINESE,2,16,TTH,8:30:00 AM,9:45:00 AM,In Person,West Duke 108A,UGRD,2022 Spring Term
179010024162748,CHINESE,204,INTERMEDIATE CHINESE,01D,16,MW,10:15:00 AM,11:05:00 AM,In Person,West Duke 108A,UGRD,2022 Spring Term
179010024162749,CHINESE,204,INTERMEDIATE CHINESE,02D,16,MW,12:00:00 PM,12:50:00 PM,In Person,Crowell Building 106,UGRD,2022 Spring Term
179010024169107,CHINESE,204,INTERMEDIATE CHINESE,3,24,TTH,12:00:00 PM,1:15:00 PM,In Person,Friedl Bldg 126,UGRD,2022 Spring Term
179010024169108,CHINESE,204,INTERMEDIATE CHINESE,03D,12,MW,3:30:00 PM,4:20:00 PM,In Person,,UGRD,2022 Spring Term
179010024169109,CHINESE,204,INTERMEDIATE CHINESE,04D,10,MW,8:30:00 AM,9:20:00 AM,In Person,Classroom Building 242,UGRD,2022 Spring Term
179010024169110,CHINESE,204,INTERMEDIATE CHINESE,4,10,TTH,3:30:00 PM,4:45:00 PM,In Person,,UGRD,2022 Spring Term
179010024169111,CHINESE,204,INTERMEDIATE CHINESE,05D,12,MW,1:45:00 PM,2:35:00 PM,In Person,Social Sciences 107,UGRD,2022 Spring Term
179010024252750,CHINESE,306,ADVANCED CHINESE II,1,18,MWF,10:15:00 AM,11:30:00 AM,In Person,Languages 109,UGRD,2022 Spring Term
179010024322751,CHINESE,333,ADV CHN: BIL LEARNERS,1,18,MW,3:30:00 PM,4:45:00 PM,In Person,Perkins LINK 060 (Classroom 1),UGRD,2022 Spring Term
179010024322752,CHINESE,333,ADV CHN: BIL LEARNERS,01D,18,F,3:30:00 PM,4:45:00 PM,In Person,Perkins LINK 060 (Classroom 1),UGRD,2022 Spring Term
179010024392989,LIT,390S,SPECIAL TOPICS IN LITERATURE,1,18,WF,1:45:00 PM,3:00:00 PM,In Person,Friedl Bldg 102,UGRD,2022 Spring Term
179010024393874,LIT,390S,SPECIAL TOPICS IN LITERATURE,3,18,MW,3:30:00 PM,4:45:00 PM,In Person,Allen 326,UGRD,2022 Spring Term
179010024432753,CHINESE,408S,ISSUES IN CHINESE LANG/SOC II,1,12,WF,3:30:00 PM,4:45:00 PM,In Person,Perkins LINK 059 (Seminar 1),UGRD,2022 Spring Term
179010025983074,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,1,300,MW,3:30:00 PM,4:45:00 PM,In Person,Bryan Center Griffith Theater,UGRD,2022 Spring Term
179010025983075,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,01D,26,F,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 003,UGRD,2022 Spring Term
179010025983076,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,02D,26,F,10:15:00 AM,11:30:00 AM,In Person,Biological Sciences 130,UGRD,2022 Spring Term
179010025983077,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,03D,26,F,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 124,UGRD,2022 Spring Term
179010025983078,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,04D,26,F,10:15:00 AM,11:30:00 AM,In Person,,UGRD,2022 Spring Term
179010025983079,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,05D,26,F,12:00:00 PM,1:15:00 PM,In Person,,UGRD,2022 Spring Term
179010025983080,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,06D,26,F,12:00:00 PM,1:15:00 PM,In Person,,UGRD,2022 Spring Term
179010025983081,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,07D,26,F,12:00:00 PM,1:15:00 PM,In Person,,UGRD,2022 Spring Term
179010025983082,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,08D,26,F,1:45:00 PM,3:00:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010025983083,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,09D,26,F,1:45:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
179010025983084,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,10D,24,F,1:45:00 PM,3:00:00 PM,In Person,Old Chemistry 123,UGRD,2022 Spring Term
179010025983085,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,11D,26,F,1:45:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
179010025983086,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,12D,26,F,3:30:00 PM,4:45:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010025983087,COMPSCI,201,DATA STRUCTURES AND ALGORITHMS,13D,26,F,3:30:00 PM,4:45:00 PM,In Person,Old Chemistry 003,UGRD,2022 Spring Term
179010026043088,COMPSCI,308,ADVANCED SOFTWARE DESIGN/IMPL,1,100,TTH,3:30:00 PM,4:45:00 PM,In Person,Gross Hall 107,UGRD,2022 Spring Term
179010026043089,COMPSCI,308,ADVANCED SOFTWARE DESIGN/IMPL,01D,100,TH,5:15:00 PM,6:30:00 PM,In Person,Gross Hall 107,UGRD,2022 Spring Term
179010026143090,COMPSCI,330,DESIGN/ANALY ALGORITHMS,1,255,WF,1:45:00 PM,3:00:00 PM,In Person,Gross Hall 107,UGRD,2022 Spring Term
179010026143091,COMPSCI,330,DESIGN/ANALY ALGORITHMS,01D,27,M,10:15:00 AM,11:30:00 AM,In Person,French Science 2237,UGRD,2022 Spring Term
179010026143092,COMPSCI,330,DESIGN/ANALY ALGORITHMS,02D,25,M,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 003,UGRD,2022 Spring Term
179010026143093,COMPSCI,330,DESIGN/ANALY ALGORITHMS,03D,28,M,12:00:00 PM,1:15:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010026143094,COMPSCI,330,DESIGN/ANALY ALGORITHMS,04D,28,M,12:00:00 PM,1:15:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010026143095,COMPSCI,330,DESIGN/ANALY ALGORITHMS,05D,28,M,1:45:00 PM,3:00:00 PM,In Person,Social Sciences 119,UGRD,2022 Spring Term
179010026143096,COMPSCI,330,DESIGN/ANALY ALGORITHMS,06D,30,M,1:45:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
179010026143097,COMPSCI,330,DESIGN/ANALY ALGORITHMS,07D,30,M,3:30:00 PM,4:45:00 PM,In Person,Gray 228,UGRD,2022 Spring Term
179010026149919,COMPSCI,330,DESIGN/ANALY ALGORITHMS,08D,28,M,1:45:00 PM,3:00:00 PM,In Person,Biological Sciences 154,UGRD,2022 Spring Term
179010026149965,COMPSCI,330,DESIGN/ANALY ALGORITHMS,09D,27,M,10:15:00 AM,11:30:00 AM,In Person,French Science 2237,UGRD,2022 Spring Term
179010026149966,COMPSCI,330,DESIGN/ANALY ALGORITHMS,10D,28,M,12:00:00 PM,1:15:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010026149967,COMPSCI,330,DESIGN/ANALY ALGORITHMS,11D,28,M,1:45:00 PM,3:00:00 PM,In Person,Social Sciences 119,UGRD,2022 Spring Term
179010026149968,COMPSCI,330,DESIGN/ANALY ALGORITHMS,12D,30,M,3:30:00 PM,4:45:00 PM,In Person,Gray 228,UGRD,2022 Spring Term
179010026163098,COMPSCI,334,MATHEMATICAL FOUNDATIONS,1,40,TTH,5:15:00 PM,6:30:00 PM,In Person,Physics 130,UGRD,2022 Spring Term
179010026253099,COMPSCI,370D,INTRO TO AI,1,150,MW,5:15:00 PM,6:30:00 PM,In Person,LSRC B101,UGRD,2022 Spring Term
179010026253100,COMPSCI,370D,INTRO TO AI,01D,70,F,1:45:00 PM,3:00:00 PM,In Person,LSRC B101,UGRD,2022 Spring Term
179010026253101,COMPSCI,370D,INTRO TO AI,02D,70,F,3:30:00 PM,4:45:00 PM,In Person,Reuben-Cooke Building 130,UGRD,2022 Spring Term
179010026257789,COMPSCI,370D,INTRO TO AI,03D,60,F,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 116,UGRD,2022 Spring Term
179010026343102,COMPSCI,290,TOPICS IN COMPUTER SCIENCE,1,10,WF,10:15:00 AM,11:30:00 AM,In Person,LSRC D106,UGRD,2022 Spring Term
179010026343103,COMPSCI,290,TOPICS IN COMPUTER SCIENCE,2,64,TTH,5:15:00 PM,6:30:00 PM,In Person,Old Chemistry 116,UGRD,2022 Spring Term
179010026343104,COMPSCI,290,TOPICS IN COMPUTER SCIENCE,3,50,MW,8:30:00 AM,9:45:00 AM,In Person,LSRC A247,UGRD,2022 Spring Term
179010026349952,COMPSCI,290,TOPICS IN COMPUTER SCIENCE,4,25,TTH,10:15:00 AM,11:30:00 AM,In Person,Sanford 03,UGRD,2022 Spring Term
179010027285013,CLST,89S,FIRST-YEAR SEMINAR (TOP),1,18,T,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010027305014,CLST,283,GREEK HISTORY,1,40,TTH,1:45:00 PM,3:00:00 PM,In Person,Social Sciences 119,UGRD,2022 Spring Term
179010027305015,HISTORY,230,GREEK HISTORY,1,40,TTH,1:45:00 PM,3:00:00 PM,In Person,Social Sciences 119,UGRD,2022 Spring Term
179010027465016,CLST,204,ANCIENT/MEDIEVAL EPIC,1,30,WF,1:45:00 PM,3:00:00 PM,In Person,Allen 103,UGRD,2022 Spring Term
179010027465017,MEDREN,303,ANCIENT/MEDIEVAL EPIC,1,30,WF,1:45:00 PM,3:00:00 PM,In Person,Allen 103,UGRD,2022 Spring Term
179010027895066,ARTHIST,310,MUSEUM PRACTICUM I,1,8,M,12:00:00 PM,2:30:00 PM,In Person,Nasher Seminar 119,UGRD,2022 Spring Term
179010028045020,CLST,480S,CAPSTONE SEMINAR,1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,Social Sciences 109,UGRD,2022 Spring Term
179010028427705,ICS,195,COMP APPR GLOBAL ISSUES,1,49,MWF,1:45:00 PM,2:45:00 PM,Hybrid,West Duke 108B,UGRD,2022 Spring Term
179010028427709,CULANTH,195,COMP APPR GLOBAL ISSUES,1,49,MWF,1:45:00 PM,2:45:00 PM,Hybrid,West Duke 108B,UGRD,2022 Spring Term
179010028427713,HISTORY,103,COMP APPR GLOBAL ISSUES,1,49,MWF,1:45:00 PM,2:45:00 PM,Hybrid,West Duke 108B,UGRD,2022 Spring Term
179010028427717,POLSCI,110,COMP APPR GLOBAL ISSUES,1,49,MWF,1:45:00 PM,2:45:00 PM,Hybrid,West Duke 108B,UGRD,2022 Spring Term
179010028427721,SOCIOL,195,COMP APPR GLOBAL ISSUES,1,49,MWF,1:45:00 PM,2:45:00 PM,Hybrid,West Duke 108B,UGRD,2022 Spring Term
179010028427725,GSF,195,COMP APPR GLOBAL ISSUES,1,49,MWF,1:45:00 PM,2:45:00 PM,Hybrid,West Duke 108B,UGRD,2022 Spring Term
179010029439078,DANCE,89S,FIRST-YEAR SEMINAR (TOP),1,18,T,1:45:00 PM,4:15:00 PM,In Person,East Duke 204B,UGRD,2022 Spring Term
179010029473223,DANCE,210,INTERMEDIATE MODERN DANCE,1,15,TTH,8:30:00 AM,9:45:00 AM,In Person,Rubenstein Arts Center 224,UGRD,2022 Spring Term
179010029483224,DANCE,310,ADVANCED MODERN DANCE,1,15,TTH,5:15:00 PM,6:30:00 PM,In Person,Rubenstein Arts Center 201,UGRD,2022 Spring Term
179010029543225,DANCE,122,INTERMEDIATE BALLET,1,20,TTH,10:15:00 AM,11:30:00 AM,In Person,Rubenstein Arts Center 224,UGRD,2022 Spring Term
179010029563226,DANCE,240,JAZZ DANCE II,1,20,MW,12:00:00 PM,1:15:00 PM,In Person,Rubenstein Arts Center 224,UGRD,2022 Spring Term
179010029573227,DANCE,320,ADVANCED BALLET,1,20,MW,10:15:00 AM,11:30:00 AM,In Person,Rubenstein Arts Center 224,UGRD,2022 Spring Term
179010029603228,DANCE,130,AFRICAN DANCE TECH I,1,15,TTH,5:15:00 PM,6:30:00 PM,In Person,Rubenstein Arts Center 224,UGRD,2022 Spring Term
179010029613229,DANCE,230,AFRICAN DANCE TECH II,1,15,MW,5:15:00 PM,6:30:00 PM,In Person,Rubenstein Arts Center 201,UGRD,2022 Spring Term
179010029633236,DANCE,412,PERFORMANCE: MODERN,1,10,TTH,7:00:00 PM,8:15:00 PM,In Person,Rubenstein Arts Center 224,UGRD,2022 Spring Term
179010029945876,DANCE,390S,SPECIAL TOPICS,1,14,TTH,12:00:00 PM,1:15:00 PM,In Person,Page 106,UGRD,2022 Spring Term
179010030675877,THEATRST,390S-4,PERFORMANCE STUDIES (TOP),1,14,WF,1:45:00 PM,3:00:00 PM,In Person,Page 106,UGRD,2022 Spring Term
179010030945878,THEATRST,273S,SCREENWRITING,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 128,UGRD,2022 Spring Term
179010030945879,ENGLISH,317S,SCREENWRITING,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 128,UGRD,2022 Spring Term
179010030945880,VMS,387S,SCREENWRITING,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 128,UGRD,2022 Spring Term
179010030945881,CINE,305S,SCREENWRITING,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 128,UGRD,2022 Spring Term
179010031035882,THEATRST,145S,ACTING,1,12,TTH,1:45:00 PM,3:00:00 PM,In Person,Bryan Center 127,UGRD,2022 Spring Term
179010031035883,THEATRST,145S,ACTING,2,12,MW,12:00:00 PM,1:15:00 PM,In Person,Branson Hall 100,UGRD,2022 Spring Term
179010031035884,THEATRST,145S,ACTING,3,12,TTH,10:15:00 AM,11:30:00 AM,In Person,Bryan Center 127,UGRD,2022 Spring Term
179010031035885,THEATRST,145S,ACTING,4,12,WF,8:30:00 AM,9:45:00 AM,In Person,Bryan Center 127,UGRD,2022 Spring Term
179010031035886,THEATRST,145S,ACTING,5,12,WF,3:30:00 PM,4:45:00 PM,In Person,Branson Hall 100,UGRD,2022 Spring Term
179010031115887,THEATRST,248S,THE ART OF PUBLIC SPEAKING,1,16,MW,1:45:00 PM,3:00:00 PM,In Person,Bryan Center 127,UGRD,2022 Spring Term
179010032585339,ECON,89S,FIRST-YEAR SEMINAR (TOP),1,18,WF,12:00:00 PM,1:15:00 PM,In Person,Perkins LINK 065 (Classroom 2),UGRD,2022 Spring Term
179010032585340,ECON,89S,FIRST-YEAR SEMINAR (TOP),2,18,W,5:15:00 PM,7:45:00 PM,In Person,Old Chemistry 201,UGRD,2022 Spring Term
179010032735341,ECON,174,FINANCIAL ACCOUNTING,1,150,TTH,8:30:00 AM,9:45:00 AM,In Person,Social Sciences 139,UGRD,2022 Spring Term
179010033015343,ECON,311,HISTORY OF ECONOMIC THOUGHT,1,35,MW,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 119,UGRD,2022 Spring Term
179010033015344,HISTORY,307,HISTORY OF ECONOMIC THOUGHT,1,35,MW,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 119,UGRD,2022 Spring Term
179010033245345,ECON,355,INTERNATIONAL TRADE,1,20,TTH,8:30:00 AM,9:45:00 AM,In Person,Old Chemistry 201,UGRD,2022 Spring Term
179010033245346,PUBPOL,288,INTERNATIONAL TRADE,1,20,TTH,8:30:00 AM,9:45:00 AM,In Person,Old Chemistry 201,UGRD,2022 Spring Term
179010033345347,ECON,373,CORPORATE FINANCE,1,25,MWF,12:00:00 PM,1:15:00 PM,In Person,Social Sciences 105,UGRD,2022 Spring Term
179010033355348,ECON,274,ADV FIN AND MGRL ACCOUNTING,1,40,TTH,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 311,UGRD,2022 Spring Term
179010035113315,EDUC,89S,FIRST-YEAR SEMINAR (TOP),1,18,T,1:45:00 PM,4:15:00 PM,In Person,East Duke 204B,UGRD,2022 Spring Term
179010035113316,EDUC,89S,FIRST-YEAR SEMINAR (TOP),2,18,T,3:30:00 PM,6:00:00 PM,In Person,Friedl Bldg 126,UGRD,2022 Spring Term
179010035119598,EDUC,89S,FIRST-YEAR SEMINAR (TOP),3,18,TH,3:30:00 PM,6:00:00 PM,In Person,Friedl Bldg 126,UGRD,2022 Spring Term
179010035133317,EDUC,101,FOUNDATIONS OF EDUCATION,1,35,MW,10:15:00 AM,11:30:00 AM,In Person,West Duke 106,UGRD,2022 Spring Term
179010035133318,EDUC,101,FOUNDATIONS OF EDUCATION,2,25,TH,1:45:00 PM,4:15:00 PM,In Person,West Duke 106,UGRD,2022 Spring Term
179010035173319,EDUC,409S,ELEMENTARY CURRICULUM,1,18,WF,7:00:00 PM,8:15:00 PM,In Person,West Duke 212,UGRD,2022 Spring Term
179010035193320,EDUC,240,EDUCATIONAL PSYCHOLOGY,1,35,M,1:45:00 PM,4:15:00 PM,In Person,West Duke 202,UGRD,2022 Spring Term
179010035193321,EDUC,240,EDUCATIONAL PSYCHOLOGY,2,30,W,3:30:00 PM,6:00:00 PM,In Person,West Duke 108B,UGRD,2022 Spring Term
179010035193322,PSY,240,EDUCATIONAL PSYCHOLOGY,1,35,M,1:45:00 PM,4:15:00 PM,In Person,West Duke 202,UGRD,2022 Spring Term
